book_page_url,isbn,title,subtitle,cover_image,publisher,pub_date,author_primary,author_secondary,awards,book_description,spec_all,category_all
,,Voice Academy Tome 1 (Broché),Début de l'aventure,,City Editions,Paru le : 21/08/2013,Jacques Lindecker,,,"Quel adolescent n'a pas rêvé de vivre sa passion de la musique? Pour Lisa, le rêve va peut-être devenir réalité. Grâce au soutien de ses parents, elle est admise à la prestigieuse Voice Academy. De son côté, son frère vient de créer un groupe avec son copain Jim et Nora, la batteuse. Il leur reste encore à trouver la chanteuse. Et si Lisa les rejoignait ? C'est le début de l'aventure pour les quatre jeunes artistes. Mais le parcours est semé d'embûches en tout genre et ils doivent faire face, contre vents et marées, à de nombreuses difficultés. Mais rien ne pourrait les faire renoncer à leur rêve...","Date de parution : 21/08/2013 Editeur : City Editions ISBN : 978-2-8246-0341-4 EAN : 9782824603414 Présentation : Broché Nb. de pages : 285 pages Poids : 0,262 Kg Dimensions : 13,0 cm × 19,0 cm × 2,0 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,Outre-Tombe Tome 3 (Broché),La soif du sang,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/2/4/6/9782824603551FS.gif,"[""City Editions"", ""City poche""]",Paru le : 11/09/2013,Alyxandra Harvey,Pierre Baril (Traducteur),,"Hunter Wild s'apprête à faire brillamment sa dernière année à l'Académie des chasseurs de vampires. Grâce à son amitié avec Kieran Black, elle est même invitée au couronnement de la nouvelle reine vampire. Là, elle réalise que les choses ne sont pas juste toutes noires ou toutes blanches : il existe des vampires maléfiques qu'il faut combattre, mais aussi des vampires qui peuvent devenir des alliés. Et lorsque les étudiants de l'Académie sont victimes d'une mystérieuse maladie, Hunter a besoin de l'aide de quelqu'un de confiance pour les sauver : ce sera Quinn Drake, un vampire qui possède, en plus de ses pouvoirs, un charme, ravageur !","Date de parution : 11/09/2013 Editeur : City Editions Collection : City poche ISBN : 978-2-8246-0355-1 EAN : 9782824603551 Format : Poche Présentation : Broché Nb. de pages : 383 pages Poids : 0,208 Kg Dimensions : 11,0 cm × 17,7 cm × 1,5 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,Reality (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/2/4/6/9782824603698FS.gif,City Editions,Paru le : 09/10/2013,Ferry Dayton,,,"Aylie Pearson quitte New York pour se retrouver dans une petite ville perdue de l'Idaho. Dès son arrivée, elle est témoin de phénomènes étranges. L'adolescente se demande si elle perd la raison ou si elle est soudain entourée de fantômes... La réalité est très différente : Aylie est morte et elle ne s'en rend pas compte. Le monde des morts et celui des vivants se mélangent et les événements surnaturels se multiplient. Aylie est perdue, jusqu'à ce qu'elle rencontre Garrett. Un séduisant garçon qui, lui, est bien vivant... Et qui peut voir les fantômes. Aylie l'attire tout particulièrement... C'est cette étrange jeune fille que son coeur a choisi. Ensemble, ils vont devoir affronter ""le dévoreur d'âmes"" et tenter de vivre cet amour qui les consume et qui semble tellement impossible...","Date de parution : 09/10/2013 Editeur : City Editions ISBN : 978-2-8246-0369-8 EAN : 9782824603698 Présentation : Broché Nb. de pages : 318 pages Poids : 0,48 Kg Dimensions : 15,0 cm × 23,5 cm × 2,8 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,Nouvelles vieilles histoire - 7 épisodes peu connus tirés de la Bible (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/2/6/0/9782826035350FS.gif,Maison de La Bible (la),Paru le : 01/10/2011,Suzanne Berney,,,"Nouvelles, parce qu'on les entend rarement, vieilles, parce qu'elles se sont passées il y a bien longtemps. Les 7 épisodes à découvrir dans cet album sont peu connus des enfants ; ils sont tirés de l'Ancien Testament, la première partie de la Bible. Mis à la portée des plus jeunes, ils sont destinés à les rejoindre dans leur vie quotidienne et à susciter leur réflexion. Pour cela, une fillette et un garçon de l'âge des jeunes lecteurs les accompagnent par leurs commentaires et les engagent à se poser des questions. Le coloriage permet de s'attarder sur des situations et des événements vécus par les personnages de ces histoires. Des propositions d'animation, présentées en introduction, aideront les parents et les responsables de groupes d'enfants à donner vie à chacun de ces récits.","Date de parution : 01/10/2011 Editeur : Maison de La Bible (la) ISBN : 978-2-8260-3535-0 EAN : 9782826035350 Présentation : Broché Nb. de pages : 50 pages Poids : 0,125 Kg Dimensions : 19,0 cm × 23,0 cm × 0,5 cm","Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Eveil de la foi > Livres > Jeunesse > Religion jeunesse > Livres > Jeunesse > Religion jeunesse > Eveil de la foi >"
,,Mitsou - Les aventures extraordinaires d'un chat végétalien (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/2/5/1/9782825142745FS.gif,L'Age d'Homme,Paru le : 25/09/2014,Crisula Stefanescu,"Polina Zinoviev (Illustrateur), Iulia Niculescu (Traducteur)",,"«Je suis né dans une grange. Je n'ai jamais connu mon père, et ma mère m'a abandonné très tôt. A l'âge de trois semaines, elle m'a laissé seul, complètement seul. Je n'osais pas quitter le panier dans lequel j'avais vu le jour, mais après deux nuits, je me suis faufilé par le trou d'une porte en bois pourri et j'ai découvert la cour. J'ai rassemblé mes dernières forces pour ramper jusqu'aux hautes herbes d'un pré parsemé de fleurs jaunes et blanches. C'était une journée de printemps magnifique. Je sentais l'odeur fraîche de la terre, c'était si bon !» Ainsi début le récit des (més)aventures rocambolesques d'un chaton curieux de tout ce qui l'entoure, y compris une petite souris qui deviendra sa meilleure amie. Quête de soi et hymne à la tolérance s'adressant aux petits comme aux grands, Mitsou est malicieusement illustré par Polina Zinoviev.","Date de parution : 25/09/2014 Editeur : L'Age d'Homme ISBN : 978-2-8251-4274-5 EAN : 9782825142745 Présentation : Broché Nb. de pages : 105 pages Poids : 0,296 Kg Dimensions : 16,0 cm × 24,0 cm × 0,8 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Autres collections 6-9 ans >
,,Monsieur Lune (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/3/1/1/9782831100609FS.gif,"[""Nord-Sud"", ""Album-Calendrier de l'Avent""]",Paru le : 25/11/2013,Eric Carle,,,,"Date de parution : 25/11/2013 Editeur : Nord-Sud Collection : Album-Calendrier de l'Avent ISBN : 978-2-8311-0060-9 EAN : 9782831100609 Présentation : Broché Nb. de pages : 1 pages Poids : 0,132 Kg Dimensions : 27,7 cm × 37,8 cm × 0,2 cm","Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Eveil de la foi > Livres > Jeunesse > Religion jeunesse > Livres > Jeunesse > Religion jeunesse > Eveil de la foi >"
,,Sylvestre & Arnold (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/3/1/1/9782831100654FS.gif,Nord-Sud,Paru le : 15/05/2013,David Bedford,"Tom Jellett (Illustrateur), Agnès de Ryckel (Traducteur)",,"Sylvestre est une vraie terreur. Et Arnold, lui, est aussi une vraie terreur. Sylvestre passe son temps à terroriser ses copains. Et Arnold aussi. Et quand Sylvestre et Arnold se rencontrent... il y a de la bagarre dans l’air.","Date de parution : 15/05/2013 Editeur : Nord-Sud ISBN : 978-2-8311-0065-4 EAN : 9782831100654 Format : Album Présentation : Broché Nb. de pages : 32 pages Poids : 0,41 Kg Dimensions : 25,5 cm × 26,7 cm × 0,8 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Jack et le haricot magique (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/0/0/9782840066798FS.gif,"[""Mila éditions"", ""Mes contes à compléter""]",Paru le : 01/05/2012,"Mila Editions, Laurence Jammes",,,"Redécouvrez ce conte classique à travers son texte et un cahier d'activités multiples. L'enfant complète les décors de chaque page avec des découpages, des coloriages et des gommettes pour donner vie à l'histoire de Jack et le haricot magique. Il aura ainsi réalisé un livre unique, le sien !","Date de parution : 01/05/2012 Editeur : Mila éditions Collection : Mes contes à compléter ISBN : 978-2-84006-679-8 EAN : 9782840066798 Format : Album Présentation : Broché Nb. de pages : 32 pages Poids : 0,2 Kg Dimensions : 23,6 cm × 23,6 cm × 0,6 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Coloriages, gommettes & autocollants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Coloriages, gommettes & autocollants >"
,,Aimée - Carnet à dessin (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/0/6/9782840646006FS.gif,Cerf-Volant (Editions),Paru le : 07/05/2014,Collectif,,,,"Date de parution : 07/05/2014 Editeur : Cerf-Volant (Editions) ISBN : 978-2-84064-600-6 EAN : 9782840646006 Présentation : Broché Poids : 0,16 Kg Dimensions : 14,5 cm × 25,0 cm × 2,0 cm","Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Peinture et dessin > Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Loisirs créatifs pour enfants > Peinture & dessin > Livres > Loisirs, nature & voyages > Brico-déco & jardin > Loisirs créatifs pour enfants > Peinture et dessin >"
,,Jade - Carnet à dessin (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/0/6/9782840646020FS.gif,Cerf-Volant (Editions),Paru le : 07/05/2014,Collectif,,,,"Date de parution : 07/05/2014 Editeur : Cerf-Volant (Editions) ISBN : 978-2-84064-602-0 EAN : 9782840646020 Présentation : Broché Poids : 0,157 Kg Dimensions : 14,5 cm × 25,2 cm × 2,0 cm","Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Livres > Bien-être & vie pratique > Décoration, jardinage & bricolage > Loisirs créatifs pour enfants > Peinture et dessin > Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Loisirs créatifs pour enfants > Peinture & dessin > Livres > Loisirs, nature & voyages > Brico-déco & jardin > Loisirs créatifs pour enfants > Peinture et dessin >"
,,"Petites histoires de notre (grande) Histoire - Tome 1, Le Moyen Age (Relié)",,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/1/8/9782841813810FS.gif,"[""Bilboquet"", ""Les inclassables""]",Paru le : 01/05/2013,"Nicole Snitselaar, Marianne Alexandre",,,"Chevaucher un porc pour devenir chevalier ? Prendre son bain entre amis ? Un barbier coupeur de cheveux, arracheur de dents ou chirurgien ? Je t'assure, cela se passait ainsi au Moyen-âge ! Et ce ne sont là que quelques exemples pris au hasard ! Pas question de dates, faits historiques ou grands personnages mais la vie de tous les jours, terre à terre, concrète. Viens lire, rire et découvrir ces petites histoires ou anecdotes... Elles font parties de cette grande histoire, qui est la nôtre, la tienne ! C'est un monde fascinant à explorer. La seule limite est celle de ta curiosité !","Date de parution : 01/05/2013 Editeur : Bilboquet Collection : Les inclassables ISBN : 978-2-84181-381-0 EAN : 9782841813810 Format : Album Présentation : Relié Nb. de pages : 42 pages Poids : 0,869 Kg Dimensions : 24,5 cm × 32,0 cm × 1,0 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > Moyen-Age & châteaux forts >
,,Que font les Dragons quand ils ne crachent pas de Feu ? (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/1/8/9782841813827FS.gif,"[""Bilboquet"", ""Les cracontes""]",Paru le : 19/04/2013,Olivier Daumas,,,"Bonjour, je m'appelle Aristide Croquomognol. Je suis un vaillant chevalier et je dois libérer la princesse Théophanie Fleur - de - Spaghetti, retenue dans le donjon du château de la peur bleue. Pour cela je dois affronter 10 dragons malicieux et farceurs qui en gardent l'accès. La tâche sera difficile mais je peux y arriver. Veux - tu bien m'aider dans cette périlleuse aventure ? Alors, allons - y !","Date de parution : 19/04/2013 Editeur : Bilboquet Collection : Les cracontes ISBN : 978-2-84181-382-7 EAN : 9782841813827 Format : Album Présentation : Relié Nb. de pages : 29 pages Poids : 0,31 Kg Dimensions : 21,5 cm × 21,5 cm × 0,6 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,L'ours à lunettes (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/2/3/9782842381400FS.gif,"[""Orbestier (Editions d')"", ""Animaux méconnus en danger""]",Paru le : 05/04/2012,Sandrine Silhol,,,"Un ours avec des lunettes, quelle drôle de particularité ! Bien entendu, ce ne sont pas de vraies lunettes, ce sont des dessins de couleur crème que forment les poils autour de ses yeux. Plus grand carnivore d'Amérique du Sud, l'ours à lunettes vit dans les contreforts de la cordillère des Andes. Imaginez un peu, simplement de la tête à la queue, il est aussi grand qu'un homme. Alors quand il se met de bout, il le dépasse d'au moins trois têtes ! C'est la plus rare de toutes les espèces d'ours, mais aussi la plus en danger à cause de la déforestation.","Date de parution : 05/04/2012 Editeur : Orbestier (Editions d') Collection : Animaux méconnus en danger ISBN : 978-2-84238-140-0 EAN : 9782842381400 Format : Album Présentation : Broché Poids : 0,33 Kg Dimensions : 24,5 cm × 22,5 cm × 0,5 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus > Livres > Jeunesse > Documentaires > Nature & animaux 6-10 ans > Livres > Jeunesse > Documentaires > Nature & animaux 6-10 ans > Animaux sauvages >
,,La voiture de Petit Soleil (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/2/5/9782842597450FS.gif,Aedis,Paru le : 01/10/2013,"Célia Bagla, Christopher Laignon",,,"Petit Soleil a perdu sa voiture rouge préférée. Malo et ses copains vont l'aider à la retrouver. Qu'est-ce qu'il a, Petit Soleil ? Petit Soleil est un petit garçon atteint d'un handicap qu'on appelle ""autisme"".","Date de parution : 01/10/2013 Editeur : Aedis ISBN : 978-2-84259-745-0 EAN : 9782842597450 Format : Album Présentation : Relié Nb. de pages : 18 pages Poids : 0,34 Kg Dimensions : 28,5 cm × 22,0 cm × 0,7 cm","Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Comprendre 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Comprendre 3-6 ans > Docteur, maladie & handicap >"
,,La Libération (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/3/6/9782843681356FS.gif,"[""NANE Editions"", ""Collections du citoyen""]",Paru le : 19/06/2014,Emeline Vanthuyne,,,"L'arrivée des chars alliés, les libérateurs défilant devant une foule en liesse, la descente des Champs-Elysées menée par le général de Gaulle... Ces images, ancrées dans la mémoire nationale, ne peuvent pourtant à elles seules rendre compte des difficultés quotidiennes et du climat de terreur qui ont précédé, accompagné et suivi la libération du territoire métropolitain. De la libération précoce de la Corse en octobre 1943 jusqu'à celle des dernières poches allemandes reprises en mai 1945, les situations régionales très diverses, nous permettent d'évoquer dans cet ouvrage, le rôle des différents acteurs de la libération. Dans une France meurtrie, divisée et endeuillée après les années d'Occupation, le retour des libertés et la mise en oeuvre de réformes préparées depuis Alger ou dans la clandestinité, nourrissent alors l'espoir au sein de la population libérée.","Date de parution : 19/06/2014 Editeur : NANE Editions Collection : Collections du citoyen ISBN : 978-2-84368-135-6 EAN : 9782843681356 Présentation : Broché Nb. de pages : 52 pages Poids : 0,27 Kg Dimensions : 15,0 cm × 21,0 cm × 0,8 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > De la Révolution à nos jours >
,,L'Orage (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/6/9/9782846904926FS.gif,"[""Lodi (Editions de)/EDL"", ""Enfantillages""]",Paru le : 12/09/2014,D. R.,,,"Une petite fille et son chien Cabotin regardent par la fenêtre. On dirait que le ciel va craquer. Il devient tout noir. Peut-être est-il en colère ? Ou alors est-il triste puisqu'il commence à pleurer ? Un album adorable comme tout, où le temps qu'il fait dehors sert de prétexte pour parler du chagrin.","Date de parution : 12/09/2014 Editeur : Lodi (Editions de)/EDL Collection : Enfantillages ISBN : 978-2-84690-492-6 EAN : 9782846904926 Présentation : Broché Nb. de pages : 24 pages Poids : 0,24 Kg Dimensions : 19,6 cm × 19,9 cm × 1,5 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Magic-Majid - La Sardine du Cannibale (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/8/6/9782848657622FS.gif,Sarbacane Editions,Paru le : 04/02/2015,Pierre Fouillet,Majid Bâ,,,"Date de parution : 04/02/2015 Editeur : Sarbacane Editions ISBN : 978-2-84865-762-2 EAN : 9782848657622 Format : Album Présentation : Broché Nb. de pages : 125 pages Poids : 0,885 Kg Dimensions : 21,5 cm × 29,0 cm × 2,0 cm",Livres > Bandes dessinées & humour > BD tout public > Livres > Bandes dessinées & humour > BD tout public > Réalistes & contemporains >
,,Jack et le haricot magique (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/8/0/9782848016818FS.gif,"[""Tourbillon"", ""Tam-Tam""]",Paru le : 08/03/2012,Camille Guénot,Julie Faulques (Illustrateur),,"Dans une petite ferme de la campagne anglaise vivaient une veuve et son fils unique, Jack. Un jour, leur vache Margaret ne donna plus de lait. N'ayant plus rien à manger, ils se décidèrent à la vendre.En chemin pour la ville, Jack rencontra un vieil homme qui lui proposa d'acheter Margaret contre cinq haricots magiques...","Date de parution : 08/03/2012 Editeur : Tourbillon Collection : Tam-Tam ISBN : 978-2-84801-681-8 EAN : 9782848016818 Présentation : Broché Nb. de pages : 20 pages Poids : 0,143 Kg Dimensions : 16,5 cm × 19,5 cm × 0,5 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Contes de toujours >
,,Vénéneuses (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/8/6/9782848657639FS.gif,Sarbacane Editions,Paru le : 04/02/2015,Thomas Gilbert,,,,"Date de parution : 04/02/2015 Editeur : Sarbacane Editions ISBN : 978-2-84865-763-9 EAN : 9782848657639 Format : Album Présentation : Broché Nb. de pages : 156 pages Poids : 1,025 Kg Dimensions : 21,5 cm × 28,8 cm × 1,8 cm",Livres > Bandes dessinées & humour > BD tout public > Livres > Bandes dessinées & humour > BD tout public > Réalistes & contemporains >
,,L'ours Barnabé - La nuit porte conseil (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/4/9/5/9782849531389FS.gif,"[""La Boîte à Bulles"", ""La Malle aux images""]",Paru le : 15/03/2012,Philippe Coudray,,,"Créé en 1980, l’ours Barnabé a traversé les décennies, offrant à ses lecteurs un plaisir de lecture teinté d’humour, d’une touche de poésie et de philosophie. Exempt de toute angoisse (car trop fort pour craindre un prédateur) Barnabé vit paisiblement dans la montagne qui l’a vu naître. Aux prises avec la nature et ses éléments, il peut s'adonner à des expérimentations en tous genres. Accompagné par son ami lapin, il nous livre les secrets de son implacable logique et de sa capacité de raisonnement… La Boîte à Bulles a choisi de republier ce volume (parmi les 11 jadis publiés par les éditions Mango) car il figure sur la Liste des ouvrages recommandés par l’Éducation Nationale pour les classes de cycle III. Il eût été dommage pour les enfants et leurs professeurs qu’il demeure indisponible !","Date de parution : 15/03/2012 Editeur : La Boîte à Bulles Collection : La Malle aux images ISBN : 978-2-84953-138-9 EAN : 9782849531389 Format : Album Présentation : Broché Nb. de pages : 64 pages Poids : 0,39 Kg Dimensions : 17,0 cm × 24,7 cm × 1,1 cm",Livres > Bandes dessinées & humour > BD jeunesse > Livres > Bandes dessinées & humour > BD jeunesse > Aventure > Livres > Jeunesse > BD jeunesse > Livres > Jeunesse > BD jeunesse > Aventure >
,,L'arche de Noé (Cartonné),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/5/3/0/9782853004473FS.gif,Bibli'O,Paru le : 01/11/2012,Luana Rinaldo,,,"L'arche de Noé prend vie dans ce livre simple mais haut en couleurs. Chaque scène est repérable grâce à un onglet montrant un personnage ou un élément de l'histoire. Les illustrations ludiques et colorées, le texte adapté aux enfants rendra cet album très populaire auprès des plus petits.","Date de parution : 01/11/2012 Editeur : Bibli'O ISBN : 978-2-85300-447-3 EAN : 9782853004473 Format : Album Présentation : Cartonné Nb. de pages : 12 pages Poids : 0,16 Kg Dimensions : 18,7 cm × 20,4 cm × 1,0 cm","Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Eveil de la foi > Livres > Jeunesse > Religion jeunesse > Livres > Jeunesse > Religion jeunesse > Eveil de la foi >"
,,L'arche de Noé - Avec un jouet pour le bain (Livre-bain),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/5/3/0/9782853006309FS.gif,"[""Bibli'O"", ""Bible et Bulles""]",Paru le : 30/10/2013,Fiona Hayes,,,Une des plus jolies histoires de la Bible. A découvrir et à lire dans son bain !,"Date de parution : 30/10/2013 Editeur : Bibli'O Collection : Bible et Bulles ISBN : 978-2-85300-630-9 EAN : 9782853006309 Présentation : Livre-bain Nb. de pages : 6 pages Poids : 0,08 Kg Dimensions : 14,0 cm × 21,0 cm × 6,5 cm","Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Eveil de la foi > Livres > Jeunesse > Religion jeunesse > Livres > Jeunesse > Religion jeunesse > Eveil de la foi >"
,,Nickel Blues (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/7/4/2/9782874230776FS.gif,Mijade,Paru le : 04/11/2011,Nadine Monfils,,,"Deux ados glandeurs, Ralph et Tony, décident de ne pas accompagner leurs parents, partis en vacances avec la mémé. Après un mois de nouba, la maison est sens dessus dessous. La baignoire est remplie de vaisselle et le canari est retrouvé calciné! Seul Bubulle, le poisson rouge, est sauvé. Gros problème, les parents et l'infernale mémé rentrent le lendemain. L'aîné a une idée géniale : kidnapper une nana du coin pour faire le ménage. Mais les choses ne se passent pas exactement comme prévu... Humour noir et suspense sont au rendez-vous de ce roman jubilatoire dont on ressort essoufflé et réjoui.","Date de parution : 04/11/2011 Editeur : Mijade ISBN : 978-2-87423-077-6 EAN : 9782874230776 Présentation : Broché Nb. de pages : 190 pages Poids : 0,22 Kg Dimensions : 11,0 cm × 21,0 cm × 1,6 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,Je t'enverrai des fleurs de Damas (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/7/4/2/9782874230998FS.gif,"[""Mijade"", ""Zone J""]",Paru le : 25/09/2014,Frank Andriat,,,"S'expatrier et aller se battre pour une cause que l'on croit juste, donner sa vie pour la démocratie et la liberté, c'est bien. Sauf si l'on a quinze ans et qu'on s'est fait ""tourner la tête"" par des extrémistes qui, au nom de Dieu, envoient des jeunes à la mort. La guerre civile en Syrie a causé des dizaines de milliers de victimes et la communauté internationale n'en fait pas une priorité absolue. Pendant ce temps-là, des innocents meurent et, parmi ceux-ci, des adolescents venus de France et d'ailleurs.","Date de parution : 25/09/2014 Editeur : Mijade Collection : Zone J ISBN : 978-2-87423-099-8 EAN : 9782874230998 Présentation : Broché Nb. de pages : 138 pages Poids : 0,168 Kg Dimensions : 11,0 cm × 21,0 cm × 1,1 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,Le monde des alphabets (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/8/7/8/3/9782878336368FS.gif,"[""Circonflexe"", ""Aux couleurs du monde""]",Paru le : 01/02/2013,Tiphaine Samoyault,Frida Fodox (Illustrateur),,"D'où viennent les alphabets ? Pourquoi sont-ils différents ? Comment ont-ils évolué ? A quoi servent-ils ? Grâce à des explications simples, à des exemples et des illustrations variés, ce livre répond à de telles questions et invite à découvrir la diversité des alphabets utilisés à travers le monde.","Date de parution : 01/02/2013 Editeur : Circonflexe Collection : Aux couleurs du monde ISBN : 978-2-87833-636-8 EAN : 9782878336368 Présentation : Relié Nb. de pages : 29 pages Poids : 0,182 Kg Dimensions : 18,5 cm × 26,5 cm × 0,5 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > Généralités >
