image,book_page_url,title,pub_date,series,author,isbn,format,publisher,language,page,title,category
http://ecx.images-amazon.com/images/I/61runlvaVgL._AA160_.jpg,http://www.amazon.it/Pierre-e-moschettieri-Roberto-Giorgi-ebook/dp/B00P4NONKQ/ref=sr_1_539/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-539,Pierre e i moschettieri,,,,,,Editore: Roberto De Giorgi (1 novembre 2014),Lingua: Italiano,Formato: Formato Kindle,,"Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Avventura Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fumetti e manga Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Gialli e Thriller Libri > Libri per bambini e ragazzi > Avventura Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy Libri > Libri per bambini e ragazzi > Fumetti e manga Libri > Libri per bambini e ragazzi > Gialli e Thriller"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Sfioramosca-va-macchina-Vercors/dp/8897539416/ref=sr_1_540/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-540,Sfioramosca va in macchina,– 1 nov 2014,Collana: tZiano,"di Vercors (Autore), E. Sibilio (Traduttore)",ISBN-13: 978-8897539414,Copertina rigida,Editore: Portaparole (1 novembre 2014),,Copertina rigida: 156 pagine,Sfioramosca va in macchina,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/61lZsbKuWqL._AA160_.jpg,http://www.amazon.it/Storie-Animali-Teneri-Birichini-Bernard-ebook/dp/B00P4NHSXU/ref=sr_1_541/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-541,Storie di Animali Teneri e Birichini,,,,,,Editore: Frenico (1 novembre 2014),Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Letteratura e narrativa Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Io-e-lei-Marinella-Barigazzi/dp/8898312148/ref=sr_1_542/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-542,Io e lei,– 3 nov 2014,,"di Marinella Barigazzi (Autore), P. Reynolds (Illustratore)",ISBN-13: 978-8898312146,Copertina rigida,Editore: Lo Stampatello (3 novembre 2014),,Copertina rigida: 44 pagine,Io e lei,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/rivincita-di-Gemma-Libba-Bray/dp/8865830956/ref=sr_1_543/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-543,La rivincita di Gemma,– 31 ott 2014,Collana: LIT. Libri in tasca,"di Libba Bray (Autore), A. Petrelli (Traduttore)",ISBN-13: 978-8865830956,Copertina flessibile,Editore: LIT - Libri in Tasca (31 ottobre 2014),,Copertina flessibile: 672 pagine,La rivincita di Gemma,"Libri > Fantascienza, Horror e Fantasy > Fantasy Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Angeli-ribelli-Libba-Bray/dp/8865830948/ref=sr_1_544/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-544,Angeli ribelli,– 31 ott 2014,Collana: LIT. Libri in tasca,"di Libba Bray (Autore), A. Petrelli (Traduttore)",ISBN-13: 978-8865830949,Copertina flessibile,Editore: LIT - Libri in Tasca (31 ottobre 2014),,Copertina flessibile: 544 pagine,Angeli ribelli,"Libri > Fantascienza, Horror e Fantasy > Fantasy Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Babbo-Natale-Gioca-e-colora/dp/8861030564/ref=sr_1_545/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-545,Babbo Natale. Gioca e colora,– 31 ott 2014,,di Mauri Kunnas (Autore),ISBN-13: 978-8861030565,Copertina flessibile,Editore: Il Gioco di Leggere (31 ottobre 2014),,Copertina flessibile: 32 pagine,Babbo Natale. Gioca e colora,Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/create-dolci-buoni-preparati-decorati/dp/8897776477/ref=sr_1_546/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-546,Bake & create. I dolci più buoni preparati e decorati con mamma e papà,– 31 ott 2014,,di Cristina Fornario (Autore),ISBN-13: 978-8897776475,Copertina flessibile,Editore: Iemme Edizioni (31 ottobre 2014),,Copertina flessibile: 72 pagine,Bake & create. I dolci più buoni preparati e decorati con mamma e papà,Libri > Libri per bambini e ragazzi > Hobby e tempo libero
http://ecx.images-amazon.com/images/I/51SVL67Y-fL._AA160_.jpg,http://www.amazon.it/Betta-barchetta-ghiacci-illustrato-bambini-ebook/dp/B00P4EY0B2/ref=sr_1_547/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-547,"Betta la barchetta, in gita fra i ghiacci (Libro illustrato per bambini)",,,,,,,Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fiabe Libri > Libri per bambini e ragazzi > Fiabe
http://ecx.images-amazon.com/images/I/512YBKLmIlL._AA160_.jpg,http://www.amazon.it/Come-tra-tue-braccia-Notice-ebook/dp/B00P375LEK/ref=sr_1_548/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-548,Come tra le tue braccia,,,,,,Editore: Sesat Edizioni (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,"Kindle Store > eBook Kindle > Fantascienza, Horror e Fantasy > Fantasy Kindle Store > eBook Kindle > Letteratura e narrativa > Racconti Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Horror Kindle Store > eBook Kindle > Romanzi rosa Libri > Fantascienza, Horror e Fantasy > Fantasy Libri > Letteratura e narrativa > Racconti Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Horror Libri > Romanzi rosa"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Il-Natale-Poirot-Agatha-Christie/dp/8868680440/ref=sr_1_549/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-549,Il Natale di Poirot,– 31 ott 2014,Collana: Curcio Young,"di Agatha Christie (Autore), G. D'Arrigo (a cura di)",ISBN-13: 978-8868680442,Copertina flessibile,Editore: Curcio (31 ottobre 2014),,Copertina flessibile: 256 pagine,Il Natale di Poirot,Libri > Gialli e Thriller Libri > Libri per bambini e ragazzi > Gialli e Thriller
http://ecx.images-amazon.com/images/I/41q33qmuyrL._AA160_.jpg,http://www.amazon.it/Dopo-morte-Brown-After-Death-ebook/dp/B00P37L6HQ/ref=sr_1_550/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-550,Dopo la morte di John Brown /After the Death of john Brown,,,,,,Editore: Snarkbooks (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Diritto Kindle Store > eBook Kindle > Letteratura e narrativa > Classici Kindle Store > eBook Kindle > Letteratura e narrativa > Racconti Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Narrativa storica Kindle Store > eBook Kindle > Narrativa storica Kindle Store > eBook Kindle > Politica > Scienze politiche Kindle Store > eBook Kindle > Storia > Storia moderna e contemporanea dal XVIII al XX secolo Libri > Diritto Libri > Letteratura e narrativa > Classici Libri > Letteratura e narrativa > Racconti Libri > Libri per bambini e ragazzi > Narrativa storica Libri > Politica > Scienze politiche Libri > Storia > Storia moderna e contemporanea dal XVIII al XX secolo
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Dove-nascono-nuvole-Fabio-Cocco/dp/8868680459/ref=sr_1_551/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-551,Dove nascono le nuvole,– 31 ott 2014,,di Fabio Di Cocco (Autore),ISBN-13: 978-8868680459,Copertina rigida,Editore: Curcio (31 ottobre 2014),,Copertina rigida: 32 pagine,Dove nascono le nuvole,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Primo apprendimento
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Due-fantasmi-amici-Enrica-Cammarano/dp/889843877X/ref=sr_1_552/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-552,Due fantasmi per amici,– 31 ott 2014,Collana: Ragazzi,di Enrica Cammarano (Autore),ISBN-13: 978-8898438778,Copertina flessibile,Editore: Fabbrica dei Segni (31 ottobre 2014),,Copertina flessibile: 24 pagine,Due fantasmi per amici,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51fyt7%2BCJDL._AA160_.jpg,http://www.amazon.it/Eppure-qualcosa-manca-Danilo-Serra-ebook/dp/B00P375KS2/ref=sr_1_553/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-553,Eppure qualcosa ci manca,,,,,,Editore: Edizioni Epsil (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,"Kindle Store > eBook Kindle > Arte, cinema e fotografia Kindle Store > eBook Kindle > Libri per bambini e ragazzi Kindle Store > eBook Kindle > Scienze, tecnologia e medicina Kindle Store > eBook Kindle > Società e scienze sociali > Filosofia Libri > Arte, cinema e fotografia Libri > Libri per bambini e ragazzi Libri > Scienze, tecnologia e medicina Libri > Società e scienze sociali > Filosofia"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/dubbio-dellelefante-Leen-Van-Berg/dp/8868264331/ref=sr_1_554/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-554,Il dubbio dell'elefante,– 31 ott 2014,,"di Leen Van den Berg (Autore), Kaatje Vermeire (Autore)",ISBN-13: 978-8868264338,Copertina rigida,Editore: Castelvecchi (31 ottobre 2014),,Copertina rigida: 32 pagine,Il dubbio dell'elefante,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/41oGqzu3MyL._AA160_.jpg,http://www.amazon.it/mondo-sotto-nubi-Lara-Aral-ebook/dp/B00P37L6MQ/ref=sr_1_555/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-555,Il mondo sotto le nubi,,,,,,Editore: Lara Aral (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Libri per bambini e ragazzi Libri > Libri per bambini e ragazzi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Lisola-del-tesoro-Gioca-colora/dp/8861030580/ref=sr_1_556/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-556,L'isola del tesoro. Gioca e colora,– 31 ott 2014,,di Mauri Kunnas (Autore),ISBN-13: 978-8861030589,Copertina flessibile,Editore: Il Gioco di Leggere (31 ottobre 2014),,Copertina flessibile: 32 pagine,L'isola del tesoro. Gioca e colora,Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Sulle-orme-Rossini-Grazia-Gramolini/dp/8867091514/ref=sr_1_557/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-557,Sulle orme di Rossini,– 31 ott 2014,Collana: Memorie,"di M. Grazia Gramolini (Autore), Giuliano Pannuti (Autore)",ISBN-13: 978-8867091515,Copertina rigida,Editore: Anicia (Roma) (31 ottobre 2014),,Copertina rigida: 88 pagine,Sulle orme di Rossini,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51OcrNmA7AL._AA160_.jpg,http://www.amazon.it/Mucche-stato-ebraico-Riccardo-Canesi-ebook/dp/B00P37L7BQ/ref=sr_1_558/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-558,Mucche allo stato ebraico,,,,,,Editore: TARKA (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,"Kindle Store > eBook Kindle > Libri per bambini e ragazzi Kindle Store > eBook Kindle > Politica > Scienze politiche Kindle Store > eBook Kindle > Scienze, tecnologia e medicina > Geografia Libri > Libri per bambini e ragazzi Libri > Politica > Scienze politiche Libri > Scienze, tecnologia e medicina > Geografia"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Pompei-delle-meraviglie-unavventura-maschera/dp/8897776493/ref=sr_1_559/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-559,Pompei delle meraviglie. Sogno di un'avventura in maschera,– 31 ott 2014,,di Zaira De Vincentiis (Autore),ISBN-13: 978-8897776499,Copertina flessibile,Editore: Iemme Edizioni (31 ottobre 2014),,Copertina flessibile: 48 pagine,Pompei delle meraviglie. Sogno di un'avventura in maschera,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Robin-Hood-Gioca-e-colora/dp/8861030572/ref=sr_1_560/280-7398526-2692734?s=books&ie=UTF8&qid=1414921922&sr=1-560,Robin Hood. Gioca e colora,– 31 ott 2014,,di Mauri Kunnas (Autore),ISBN-13: 978-8861030572,Copertina flessibile,Editore: Il Gioco di Leggere (31 ottobre 2014),,Copertina flessibile: 32 pagine,Robin Hood. Gioca e colora,Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51LL%2BSHG8yL._AA160_.jpg,http://www.amazon.it/Stellina-suo-sogno-Estrellita-Starlet-ebook/dp/B00P37L8II/ref=sr_1_561/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-561,Stellina e il suo sogno - Estrellita y su sueño - Starlet and her dream,,,,,,Editore: Youcanprint Self-Publishing (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Letteratura e narrativa Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/61aWNddHQjL._AA160_.jpg,http://www.amazon.it/Teppa-Valerio-Marchi-ebook/dp/B00P375K0K/ref=sr_1_562/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-562,Teppa,,,,,,Editore: Red Star Press (31 ottobre 2014),Lingua: Italiano,Formato: Formato Kindle,,"Kindle Store > eBook Kindle > Arte, cinema e fotografia > Musica Kindle Store > eBook Kindle > Biografie, diari e memorie > Memorie Kindle Store > eBook Kindle > Diritto > Diritto pubblico Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Storia Kindle Store > eBook Kindle > Società e scienze sociali > Sociologia Kindle Store > eBook Kindle > Sport > Calcio Kindle Store > eBook Kindle > Storia Libri > Arte, cinema e fotografia > Musica Libri > Biografie, diari e memorie > Memorie Libri > Diritto > Diritto pubblico Libri > Libri per bambini e ragazzi > Storia Libri > Società e scienze sociali > Sociologia Libri > Sport > Calcio"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Venezia-gioco-dellarte-Marco-Lafirenza/dp/8874612338/ref=sr_1_563/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-563,Venezia. Il gioco dell'arte,– 31 ott 2014,,"di Marco Lafirenza (Autore), Sandra Rosi (Autore)",ISBN-13: 978-8874612338,Copertina rigida,Editore: Mandragora (31 ottobre 2014),,Copertina rigida: 48 pagine,Venezia. Il gioco dell'arte,"Libri > Libri per bambini e ragazzi > Arte, pittura e musica"
http://ecx.images-amazon.com/images/I/5161m3lzC1L._AA160_.jpg,http://www.amazon.it/Stai-qui-con-me-Lynn/dp/8842925195/ref=sr_1_564/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-564,Stai qui con me,– 30 ott 2014,Collana: Narrativa Nord,"di J. Lynn (Autore), I. Katerinov (Traduttore)",ISBN-13: 978-8842925194,Copertina rigida,Editore: Nord (30 ottobre 2014),,Copertina rigida: 415 pagine,Stai qui con me,Libri > Libri per bambini e ragazzi > Letteratura e narrativa Libri > Romanzi rosa
http://ecx.images-amazon.com/images/I/61zLTUI3c2L._AA160_.jpg,http://www.amazon.it/Le-pi%C3%B9-belle-storie-festose/dp/8852219102/ref=sr_1_565/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-565,Le più belle storie festose,– 30 ott 2014,Collana: I fumetti di Disney club,,ISBN-13: 978-8852219108,Copertina rigida,Editore: Walt Disney Company Italia (30 ottobre 2014),,Copertina rigida: 368 pagine,Le più belle storie festose,Libri > Libri per bambini e ragazzi > Fumetti e manga Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/61iSJhVMtJL._AA160_.jpg,http://www.amazon.it/Le-pi%C3%B9-belle-storie-mostruose/dp/8852219099/ref=sr_1_566/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-566,Le più belle storie mostruose,– 30 ott 2014,Collana: I fumetti di Disney club,,ISBN-13: 978-8852219092,Copertina rigida,Editore: Walt Disney Company Italia (30 ottobre 2014),,Copertina rigida: 368 pagine,Le più belle storie mostruose,Libri > Libri per bambini e ragazzi > Fumetti e manga Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51kYGYldoDL._AA160_.jpg,http://www.amazon.it/saga-della-spada-ghiaccio/dp/8852219242/ref=sr_1_567/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-567,La saga della spada di ghiaccio,– 30 ott 2014,Collana: Disney Golden Edition,,ISBN-13: 978-8852219245,Copertina flessibile,Editore: Walt Disney Company Italia (30 ottobre 2014),,Copertina flessibile: 328 pagine,La saga della spada di ghiaccio,Libri > Libri per bambini e ragazzi > Fumetti e manga Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51YTstPVifL._AA160_.jpg,http://www.amazon.it/Il-palazzo-dei-sogni-Familiars/dp/8854171360/ref=sr_1_568/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-568,Il palazzo dei sogni. The Familiars,– 30 ott 2014,Collana: Nuova narrativa Newton,"di Adam J. Epstein (Autore), Andrew Jacobson (Autore), D. Phillips (Illustratore), B. Francese (Traduttore) & 1 altro",ISBN-13: 978-8854171367,Copertina rigida,Editore: Newton Compton (30 ottobre 2014),,Copertina rigida: 251 pagine,Il palazzo dei sogni. The Familiars,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://ecx.images-amazon.com/images/I/51ZbJ%2BnIXwL._AA160_.jpg,http://www.amazon.it/Domani-inventer%C3%B2-Agn%C3%A8s-Lestrade/dp/8861893112/ref=sr_1_569/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-569,Domani inventerò,– 30 ott 2014,Collana: Bambini,"di Agnès de Lestrade (Autore), Valeria Docampo (Autore), R. Dalla Rosa (Traduttore) & 0 altro",ISBN-13: 978-8861893115,Copertina rigida,Editore: Terre di Mezzo (30 ottobre 2014),,Copertina rigida: 40 pagine,Domani inventerò,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51%2B-TZ5HbaL._AA160_.jpg,http://www.amazon.it/guardiani-della-galassia-storia-illustrata/dp/8897266630/ref=sr_1_570/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-570,I guardiani della galassia. La storia illustrata del film,– 30 ott 2014,Collana: Marvel books,,ISBN-13: 978-8897266631,Copertina flessibile,Editore: Marvel (30 ottobre 2014),,Copertina flessibile: 64 pagine,I guardiani della galassia. La storia illustrata del film,"Libri > Libri per bambini e ragazzi > Giochi, giocattoli e attività ricreativa Libri > Libri per bambini e ragazzi > Libri illustrati"
http://ecx.images-amazon.com/images/I/51Yvx0b%2BbmL._AA160_.jpg,http://www.amazon.it/Aladdin-Sogni-doro/dp/8852219056/ref=sr_1_571/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-571,Aladdin. Sogni d'oro,– 30 ott 2014,,,ISBN-13: 978-8852219054,Copertina flessibile,Editore: Walt Disney Company Italia (30 ottobre 2014),,Copertina flessibile: 48 pagine,Aladdin. Sogni d'oro,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51W7WqBwQ9L._AA160_.jpg,http://www.amazon.it/Il-grande-libro-delle-fiabe/dp/8861887910/ref=sr_1_572/277-5162025-4155429?s=books&ie=UTF8&qid=1414921924&sr=1-572,Il grande libro delle fiabe,– 30 ott 2014,Collana: Albi illustrati,"di Chiara Nocentini (Autore), Franca Trabacchi (Autore)",ISBN-13: 978-8861887916,Copertina rigida,Editore: Ape Junior (30 ottobre 2014),,Copertina rigida: 357 pagine,Il grande libro delle fiabe,Libri > Libri per bambini e ragazzi > Letteratura e narrativa > Classici Libri > Libri per bambini e ragazzi > Libri illustrati
